Column1,name,location,area_sqft,washrooms,bedrooms,city ,status,price,parking,ac,hardwood_floors,dishwasher,Fireplace,country,roofdeck, storage,pets
86,"3 BHK Apartment in Pacifica La HabitatThaltej, Ahmedabad","Thaltej, Ahmedabad",2716,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Thaltej Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"32,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
87,"3 BHK Apartment in Leela Buildcon and Infrastructure Leela PalakThaltej, Ahmedabad","Thaltej, Ahmedabad",2142,No Deposit3 bathroomsNorth facing,3 BHK Rental Property in Thaltej Ahmedabad:,Ahmedabad,FurnishedStatus,"55,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
88,"3 BHK Apartment in Sun South ParkBopal, Ahmedabad","Bopal, Ahmedabad",1330,No Deposit3 bathroomsNorthWest facing,3 BHK Rental Property in Bopal Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"18,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
89,"2 BHK Apartment in Deep Indraprasth HomesPrahlad Nagar, Ahmedabad","Prahlad Nagar, Ahmedabad",1050,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Prahlad Nagar Ahmedabad:,Ahmedabad,FurnishedStatus,"26,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
90,"3 BHK Apartment in Vraj Vihar IIIJodhpur Village, Ahmedabad","Jodhpur Village, Ahmedabad",1980,No Deposit3 bathroomsWest facing,3 BHK Rental Property in Jodhpur Village Ahmedabad:,Ahmedabad,FurnishedStatus,"35,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
91,"4 BHK ApartmentBodakdev, Ahmedabad","Bodakdev, Ahmedabad",3365,No Deposit4 bathroomsWest facing,4 BHK Rental Property in Bodakdev Ahmedabad:,Ahmedabad,FurnishedStatus,1.3 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
92,"4 BHK ApartmentBodakdev, Ahmedabad","Bodakdev, Ahmedabad",3400,No Deposit4 bathroomsWest facing,4 BHK Rental Property in Bodakdev Ahmedabad:,Ahmedabad,FurnishedStatus,1.3 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
93,"2 BHK Apartment in Venus ParklandJuhapura, Ahmedabad","Juhapura, Ahmedabad",1242,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Juhapura Ahmedabad:,Ahmedabad,FurnishedStatus,"24,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
94,"3 BHK Apartment in Shakti 140Thaltej, Ahmedabad","Thaltej, Ahmedabad",1850,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Thaltej Ahmedabad:,Ahmedabad,FurnishedStatus,"40,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
95,"3 BHK Apartment in Popular ParadiseGota, Ahmedabad","Gota, Ahmedabad",1500,No Deposit3 bathrooms,3 BHK Rental Property in Gota Ahmedabad:,Ahmedabad,FurnishedStatus,"23,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
96,"2 BHK Apartment in Shree Narayan ExoticaMemnagar, Ahmedabad","Memnagar, Ahmedabad",1200,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Memnagar Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"18,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
97,"4 BHK Apartment in Amaya 612 ElevateAmbavadi, Ahmedabad","Ambavadi, Ahmedabad",2500,No Deposit4 bathroomsWest facing,4 BHK Rental Property in Ambavadi Ahmedabad:,Ahmedabad,FurnishedStatus,1.1 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
98,"4 BHK Villa in Ganesh ShangrilaThaltej, Ahmedabad","Thaltej, Ahmedabad",4050,No Deposit4 bathroomsWest facing,4 BHK Rental Property in Thaltej Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"32,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
99,"3 BHK ApartmentBodakdev, Ahmedabad","Bodakdev, Ahmedabad",1950,No Deposit3 bathroomsWest facing,3 BHK Rental Property in Bodakdev Ahmedabad:,Ahmedabad,FurnishedStatus,1.25 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
100,"4 BHK Independent House in Madhav Group Ahmedabads Kamalnayan BungalowsBopal, Ahmedabad","Bopal, Ahmedabad",4500,No Deposit4 bathroomsNorthEast facing,4 BHK Rental Property in Bopal Ahmedabad:,Ahmedabad,FurnishedStatus,"50,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
101,"2 BHK Apartment in Goyal MayfairJodhpur Village, Ahmedabad","Jodhpur Village, Ahmedabad",1250,No Deposit2 bathroomsWest facing,2 BHK Rental Property in Jodhpur Village Ahmedabad:,Ahmedabad,FurnishedStatus,"28,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
102,"3 BHK Apartment in Siddhi Aarohi CrestBopal, Ahmedabad","Bopal, Ahmedabad",1070,No Deposit3 bathroomsWest facing,3 BHK Rental Property in Bopal Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"23,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
103,"3 BHK Apartment in Pacifica Green AcresPrahlad Nagar, Ahmedabad","Prahlad Nagar, Ahmedabad",2050,No Deposit3 bathroomsWest facing,3 BHK Rental Property in Prahlad Nagar Ahmedabad:,Ahmedabad,FurnishedStatus,"45,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
104,"4 BHK Apartment in Gala MarvellaBopal, Ahmedabad","Bopal, Ahmedabad",3200,No Deposit4 bathroomsWest facing,4 BHK Rental Property in Bopal Ahmedabad:,Ahmedabad,FurnishedStatus,"60,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
105,"3 BHK Apartment in Deep RajvanshBodakdev, Ahmedabad","Bodakdev, Ahmedabad",2385,No Deposit3 bathroomsWest facing,3 BHK Rental Property in Bodakdev Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"28,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
106,"4 BHK Independent HouseJodhpur, Ahmedabad","Jodhpur, Ahmedabad",5259,No Deposit4 bathroomsNorthEast facing,4 BHK Rental Property in Jodhpur Ahmedabad:,Ahmedabad,FurnishedStatus,"89,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
107,"3 BHK Apartment in Goyal Vishal ResidencySatellite, Ahmedabad","Satellite, Ahmedabad",1440,No Deposit3 bathroomsWest facing,3 BHK Rental Property in Satellite Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"27,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
108,"4 BHK Apartment in Sankalp SapphirePrahlad Nagar, Ahmedabad","Prahlad Nagar, Ahmedabad",3800,No Deposit4 bathroomsWest facing,4 BHK Rental Property in Prahlad Nagar Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"70,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
109,"1 BHK Apartment in Kala Nirmal KalaMotera, Ahmedabad","Motera, Ahmedabad",1132,No Deposit1 bathroomsNorth facing,1 BHK Rental Property in Motera Ahmedabad:,Ahmedabad,FurnishedStatus,"16,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
110,"2 BHK Apartment in Kala Kalatirth TowersMotera, Ahmedabad","Motera, Ahmedabad",1963,No Deposit2 bathroomsNorth facing,2 BHK Rental Property in Motera Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"24,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
111,"1 BHK ApartmentJodhpur, Ahmedabad","Jodhpur, Ahmedabad",900,No Deposit2 bathrooms,1 BHK Rental Property in Jodhpur Ahmedabad:,Ahmedabad,FurnishedStatus,"27,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
112,"2 BHK ApartmentJivraj Park, Ahmedabad","Jivraj Park, Ahmedabad",1500,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Jivraj Park Ahmedabad:,Ahmedabad,FurnishedStatus,"26,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
113,"3 BHK ApartmentSouth Bopal, Ahmedabad","South Bopal, Ahmedabad",1500,No Deposit3 bathroomsEast facing,3 BHK Rental Property in South Bopal Ahmedabad:,Ahmedabad,FurnishedStatus,"35,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
114,"2 BHK ApartmentKhanpur, Ahmedabad","Khanpur, Ahmedabad",1560,No Deposit3 bathrooms,2 BHK Rental Property in Khanpur Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"28,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
115,"5 BHK Apartment in Binori MablePrahlad Nagar, Ahmedabad","Prahlad Nagar, Ahmedabad",8000,No Deposit5 bathroomsNorth facing,5 BHK Rental Property in Prahlad Nagar Ahmedabad:,Ahmedabad,FurnishedStatus,1.05 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
116,"2 BHK Apartment in Sangath Pure By Sangath IPLChandkheda, Ahmedabad","Chandkheda, Ahmedabad",1325,No Deposit1 bathrooms,2 BHK Rental Property in Chandkheda Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"14,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
117,"2 BHK Apartment in Reputed Builder Shreeji TowerGurukul, Ahmedabad","Gurukul, Ahmedabad",1300,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Gurukul Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"20,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
118,"2 BHK ApartmentVastrapur, Ahmedabad","Vastrapur, Ahmedabad",2000,No Deposit3 bathrooms,2 BHK Rental Property in Vastrapur Ahmedabad:,Ahmedabad,FurnishedStatus,"30,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
119,"1 BHK ApartmentGhatlodiya, Ahmedabad","Ghatlodiya, Ahmedabad",850,No Deposit1 bathrooms,1 BHK Rental Property in Ghatlodiya Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"9,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
120,"3 BHK Apartment in Sureel Sureel 3Jodhpur Village, Ahmedabad","Jodhpur Village, Ahmedabad",3800,No Deposit3 bathroomsNorth facing,3 BHK Rental Property in Jodhpur Village Ahmedabad:,Ahmedabad,FurnishedStatus,"38,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
121,"3 BHK ApartmentJodhpur, Ahmedabad","Jodhpur, Ahmedabad",2070,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Jodhpur Ahmedabad:,Ahmedabad,FurnishedStatus,"40,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
122,"2 BHK ApartmentKhanpur, Ahmedabad","Khanpur, Ahmedabad",990,No Deposit2 bathrooms,2 BHK Rental Property in Khanpur Ahmedabad:,Ahmedabad,UnfurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
123,"2 BHK ApartmentVastrapur, Ahmedabad","Vastrapur, Ahmedabad",2210,No Deposit1 bathrooms,2 BHK Rental Property in Vastrapur Ahmedabad:,Ahmedabad,UnfurnishedStatus,"40,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
124,"3 BHK ApartmentGota, Ahmedabad","Gota, Ahmedabad",1850,No Deposit3 bathrooms,3 BHK Rental Property in Gota Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"20,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
125,"2 BHK ApartmentNaranpuraa, Ahmedabad","Naranpuraa, Ahmedabad",1300,No Deposit2 bathrooms,2 BHK Rental Property in Naranpuraa Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
126,"2 BHK ApartmentGhatlodiya, Ahmedabad","Ghatlodiya, Ahmedabad",1200,No Deposit2 bathrooms,2 BHK Rental Property in Ghatlodiya Ahmedabad:,Ahmedabad,FurnishedStatus,"14,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
127,"2 BHK ApartmentGhatlodiya, Ahmedabad","Ghatlodiya, Ahmedabad",1100,No Deposit2 bathrooms,2 BHK Rental Property in Ghatlodiya Ahmedabad:,Ahmedabad,FurnishedStatus,"16,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
128,"4 BHK ApartmentGhatlodiya, Ahmedabad","Ghatlodiya, Ahmedabad",2000,No Deposit3 bathrooms,4 BHK Rental Property in Ghatlodiya Ahmedabad:,Ahmedabad,FurnishedStatus,"22,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
129,"2 BHK ApartmentGhatlodiya, Ahmedabad","Ghatlodiya, Ahmedabad",1250,No Deposit2 bathrooms,2 BHK Rental Property in Ghatlodiya Ahmedabad:,Ahmedabad,FurnishedStatus,"20,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
130,"4 BHK ApartmentBodakdev, Ahmedabad","Bodakdev, Ahmedabad",2200,No Deposit3 bathrooms,4 BHK Rental Property in Bodakdev Ahmedabad:,Ahmedabad,FurnishedStatus,"31,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
131,"4 BHK ApartmentThaltej, Ahmedabad","Thaltej, Ahmedabad",2600,No Deposit4 bathrooms,4 BHK Rental Property in Thaltej Ahmedabad:,Ahmedabad,FurnishedStatus,"48,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
132,"2 BHK ApartmentScience City, Ahmedabad","Science City, Ahmedabad",1395,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Science City Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"17,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
133,"3 BHK Apartment in Samay ShineBopal, Ahmedabad","Bopal, Ahmedabad",1500,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Bopal Ahmedabad:,Ahmedabad,FurnishedStatus,"33,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
134,"3 BHK Apartment in Saanvi Saanvi Nirman EstellaGhuma, Ahmedabad","Ghuma, Ahmedabad",1500,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Ghuma Ahmedabad:,Ahmedabad,UnfurnishedStatus,"23,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
135,"2 BHK Apartment in Eklingji Radhe SkylineSanand, Ahmedabad","Sanand, Ahmedabad",1250,No Deposit2 bathrooms,2 BHK Rental Property in Sanand Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"14,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
136,"3 BHK Apartment in Sun SUN DIVINE 1Ognaj, Ahmedabad","Ognaj, Ahmedabad",1800,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Ognaj Ahmedabad:,Ahmedabad,FurnishedStatus,"35,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
137,"3 BHK Apartment in Reputed Builder Aditya ResidenceMotera, Ahmedabad","Motera, Ahmedabad",2070,No Deposit3 bathrooms,3 BHK Rental Property in Motera Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"32,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
138,"2 BHK ApartmentVasna, Ahmedabad","Vasna, Ahmedabad",1020,No Deposit2 bathroomsNorth facing,2 BHK Rental Property in Vasna Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"15,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
139,"5 BHK VillaMotera, Ahmedabad","Motera, Ahmedabad",2033,No Deposit4 bathroomsEast facing,5 BHK Rental Property in Motera Ahmedabad:,Ahmedabad,UnfurnishedStatus,"35,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
140,"3 BHK ApartmentMotera, Ahmedabad","Motera, Ahmedabad",1700,No Deposit3 bathrooms,3 BHK Rental Property in Motera Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"25,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
141,"3 BHK Apartment in Reputed Builder Chinmay CrystalVastrapur, Ahmedabad","Vastrapur, Ahmedabad",1650,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Vastrapur Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"24,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
142,"2 BHK ApartmentJivraj Park, Ahmedabad","Jivraj Park, Ahmedabad",1150,No Deposit2 bathroomsNorth facing,2 BHK Rental Property in Jivraj Park Ahmedabad:,Ahmedabad,FurnishedStatus,"16,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
143,"2 BHK Apartment in Goyal And Co And HN Safal Orchid ParadiseBopal, Ahmedabad","Bopal, Ahmedabad",1545,No Deposit2 bathroomsNorthWest facing,2 BHK Rental Property in Bopal Ahmedabad:,Ahmedabad,FurnishedStatus,"30,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
144,"2 BHK Apartment in Sun Shela OneShela, Ahmedabad","Shela, Ahmedabad",1050,No Deposit2 bathroomsWest facing,2 BHK Rental Property in Shela Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"20,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
145,"4 BHK Apartment in Setu Copper StoneThaltej, Ahmedabad","Thaltej, Ahmedabad",2799,No Deposit4 bathroomsNorthWest facing,4 BHK Rental Property in Thaltej Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"60,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
146,"2 BHK ApartmentVejalpur, Ahmedabad","Vejalpur, Ahmedabad",1190,No Deposit1 bathroomsEast facing,2 BHK Rental Property in Vejalpur Ahmedabad:,Ahmedabad,UnfurnishedStatus,"11,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
147,"1 BHK Apartment in Shakti Kailash Tirth AvenueVatva, Ahmedabad","Vatva, Ahmedabad",550,No Deposit1 bathroomsNorthEast facing,1 BHK Rental Property in Vatva Ahmedabad:,Ahmedabad,UnfurnishedStatus,"6,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
148,"3 BHK Independent HouseMotera, Ahmedabad","Motera, Ahmedabad",1800,No Deposit2 bathrooms,3 BHK Rental Property in Motera Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"20,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
149,"3 BHK Apartment in Vishwas City VGota, Ahmedabad","Gota, Ahmedabad",1800,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Gota Ahmedabad:,Ahmedabad,FurnishedStatus,"30,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
150,"3 BHK Apartment in Deep Indraprasth 8 FrangipaniThaltej, Ahmedabad","Thaltej, Ahmedabad",3400,No Deposit3 bathrooms,3 BHK Rental Property in Thaltej Ahmedabad:,Ahmedabad,FurnishedStatus,"50,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
151,"3 BHK Apartment in Shyam EleganceNana Chiloda, Ahmedabad","Nana Chiloda, Ahmedabad",1600,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Nana Chiloda Ahmedabad:,Ahmedabad,FurnishedStatus,"35,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
152,"4 BHK Apartment in Zaveri Paarijat EclatAmbli, Ahmedabad","Ambli, Ahmedabad",4475,No Deposit4 bathroomsEast facing,4 BHK Rental Property in Ambli Ahmedabad:,Ahmedabad,FurnishedStatus,1.8 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
153,"3 BHK ApartmentJodhpur, Ahmedabad","Jodhpur, Ahmedabad",1520,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Jodhpur Ahmedabad:,Ahmedabad,FurnishedStatus,"25,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
154,"1 BHK Apartment in Vishwanath Maher Homes 2Shela, Ahmedabad","Shela, Ahmedabad",1435,No Deposit2 bathrooms,1 BHK Rental Property in Shela Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"22,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
155,"2 BHK Apartment in Atishay Atishay ResidencyMotera, Ahmedabad","Motera, Ahmedabad",1350,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Motera Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"14,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
156,"3 BHK Apartment in Sadhna Sadhna SkywalkChandkheda, Ahmedabad","Chandkheda, Ahmedabad",1650,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Chandkheda Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"16,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
157,"2 BHK Independent HousePrahlad Nagar, Ahmedabad","Prahlad Nagar, Ahmedabad",2000,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Prahlad Nagar Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"17,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
158,"3 BHK ApartmentJodhpur, Ahmedabad","Jodhpur, Ahmedabad",2000,No Deposit3 bathrooms,3 BHK Rental Property in Jodhpur Ahmedabad:,Ahmedabad,FurnishedStatus,"36,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
159,"4 BHK Apartment in Sankalp SapphirePrahlad Nagar, Ahmedabad","Prahlad Nagar, Ahmedabad",3800,No Deposit4 bathroomsWest facing,4 BHK Rental Property in Prahlad Nagar Ahmedabad:,Ahmedabad,Semi-FurnishedStatus,"50,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
