Column1,name,location,area_sqft,washrooms,bedrooms,city ,status,price,parking,ac,hardwood_floors,dishwasher,Fireplace,country,roofdeck, storage,pets
1616,"2 BHK Independent FloorGyan Khand, Ghaziabad","Gyan Khand, Ghaziabad",1250,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Gyan Khand Ghaziabad:,Ghaziabad,Semi-FurnishedStatus,"12,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1617,"1 BHK Independent FloorIndirapuram, Ghaziabad","Indirapuram, Ghaziabad",969,"30,000 depositavailability immediately2 bathrooms",1 BHK Rental Property in Indirapuram Ghaziabad:,Ghaziabad,UnfurnishedStatus,"46,300 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1618,"4 BHK Independent FloorPatel Nagar, Ghaziabad","Patel Nagar, Ghaziabad",1800,No Deposit3 bathrooms,4 BHK Rental Property in Patel Nagar Ghaziabad:,Ghaziabad,Semi-FurnishedStatus,"20,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1619,"1 BHK Independent FloorVaibhav Khand, Ghaziabad","Vaibhav Khand, Ghaziabad",1450,No Deposit2 bathroomsNorthWest facing,1 BHK Rental Property in Vaibhav Khand Ghaziabad:,Ghaziabad,UnfurnishedStatus,"18,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1620,"1 BHK Independent FloorSurya Nagar, Ghaziabad","Surya Nagar, Ghaziabad",900,No Deposit1 bathrooms,1 BHK Rental Property in Surya Nagar Ghaziabad:,Ghaziabad,Semi-FurnishedStatus,"11,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1621,"1 RK Studio ApartmentSector 62A, Ghaziabad","Sector 62A, Ghaziabad",350,No Deposit,1 RK Rental Property in Sector 62A Ghaziabad:,Ghaziabad,Semi-FurnishedStatus,"8,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1622,name,location,area_sqft,washrooms,bedrooms,city ,status,price,parking,ac,hardwood_floors,dishwasher,Fireplace,country,roofdeck, storage,pets
1623,"2 BHK ApartmentSector 99A, Gurgaon","Sector 99A, Gurgaon",800,No Deposit2 bathrooms,2 BHK Rental Property in Sector 99A Gurgaon:,Gurgaon,UnfurnishedStatus,"6,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1624,"1 BHK ApartmentSector 9, Gurgaon","Sector 9, Gurgaon",750,No Deposit1 bathroomsSouthWest facing,1 BHK Rental Property in Sector 9 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"10,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1625,"1 BHK Independent FloorSector 46, Gurgaon","Sector 46, Gurgaon",300,No Deposit1 bathrooms,1 BHK Rental Property in Sector 46 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"16,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1626,"4 BHK Apartment in DLF New Town Heights 3Sector 91, Gurgaon","Sector 91, Gurgaon",2150,No Deposit3 bathroomsNorthWest facing,4 BHK Rental Property in Sector 91 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"28,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1627,"1 BHK Independent FloorSector 31, Gurgaon","Sector 31, Gurgaon",500,No Deposit1 bathrooms,1 BHK Rental Property in Sector 31 Gurgaon:,Gurgaon,FurnishedStatus,"16,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1628,"3 BHK Apartment in Raheja AtharvaSector 109, Gurgaon","Sector 109, Gurgaon",2000,No Deposit3 bathrooms,3 BHK Rental Property in Sector 109 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"13,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1629,"2 BHK Independent HouseSector 14, Gurgaon","Sector 14, Gurgaon",1200,No Deposit2 bathroomsNorthWest facing,2 BHK Rental Property in Sector 14 Gurgaon:,Gurgaon,FurnishedStatus,"18,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1630,"2 BHK Independent HouseSector 14, Gurgaon","Sector 14, Gurgaon",1200,No Deposit2 bathroomsNorthWest facing,2 BHK Rental Property in Sector 14 Gurgaon:,Gurgaon,FurnishedStatus,"18,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1631,"1 RK Studio ApartmentSector 40, Gurgaon","Sector 40, Gurgaon",600,No Deposit1 bathrooms,1 RK Rental Property in Sector 40 Gurgaon:,Gurgaon,FurnishedStatus,"16,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1632,"4 BHK Apartment in DLF The AraliasSector 42, Gurgaon","Sector 42, Gurgaon",5800,No Deposit4 bathroomsNorthEast facing,4 BHK Rental Property in Sector 42 Gurgaon:,Gurgaon,Semi-FurnishedStatus,4.5 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1633,"2 BHK Apartment in Suncity Avenue 76Sector 76, Gurgaon","Sector 76, Gurgaon",750,No Deposit2 bathrooms,2 BHK Rental Property in Sector 76 Gurgaon:,Gurgaon,UnfurnishedStatus,"16,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1634,"3 BHK Independent House in DLF Phase 2Sector 25, Gurgaon","Sector 25, Gurgaon",3200,No Deposit3 bathroomsSouthWest facing,3 BHK Rental Property in Sector 25 Gurgaon:,Gurgaon,FurnishedStatus,"80,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1635,"3 BHK Apartment in DLF Regal TowersSector 90, Gurgaon","Sector 90, Gurgaon",1750,No Deposit4 bathroomsNorth facing,3 BHK Rental Property in Sector 90 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"29,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1636,"3 BHK Apartment in DLF The SkycourtSector 86, Gurgaon","Sector 86, Gurgaon",1930,No Deposit3 bathroomsNorth facing,3 BHK Rental Property in Sector 86 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"32,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1637,"4 BHK Apartment in DLF Park PlaceSector 54, Gurgaon","Sector 54, Gurgaon",2704,No Deposit5 bathroomsNorth facing,4 BHK Rental Property in Sector 54 Gurgaon:,Gurgaon,Semi-FurnishedStatus,1.35 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1638,"4 BHK Apartment in DLF The IconSector 43, Gurgaon","Sector 43, Gurgaon",2610,No Deposit5 bathroomsNorth facing,4 BHK Rental Property in Sector 43 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"99,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1639,"3 BHK Apartment in Bestech Park View SpaSector 47, Gurgaon","Sector 47, Gurgaon",2995,No Deposit3 bathroomsNorth facing,3 BHK Rental Property in Sector 47 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"85,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1640,"2 BHK Apartment in Ramsons KshitijSector 95, Gurgaon","Sector 95, Gurgaon",847,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Sector 95 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"9,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1641,"4 BHK Apartment in DLF The CrestSector 54, Gurgaon","Sector 54, Gurgaon",3081,No Deposit5 bathroomsEast facing,4 BHK Rental Property in Sector 54 Gurgaon:,Gurgaon,Semi-FurnishedStatus,2.2 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1642,"2 BHK Independent FloorSector 31, Gurgaon","Sector 31, Gurgaon",2000,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Sector 31 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"35,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1643,"4 BHK Apartment in Ramprastha AWHOSector 95, Gurgaon","Sector 95, Gurgaon",2150,No Deposit3 bathroomsNorthEast facing,4 BHK Rental Property in Sector 95 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"16,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1644,"3 BHK Apartment in The Antriksh HeightsSector 84, Gurgaon","Sector 84, Gurgaon",1550,No Deposit2 bathrooms,3 BHK Rental Property in Sector 84 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"13,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1645,"2 BHK Independent Floorsector 23a, Gurgaon","sector 23a, Gurgaon",1400,No Deposit2 bathrooms,2 BHK Rental Property in sector 23a Gurgaon:,Gurgaon,Semi-FurnishedStatus,"27,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1646,"3 BHK Apartment in DLF The UltimaSector 81, Gurgaon","Sector 81, Gurgaon",2100,No Deposit4 bathroomsNorthEast facing,3 BHK Rental Property in Sector 81 Gurgaon:,Gurgaon,FurnishedStatus,"60,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1647,"1 RK Studio Apartment in HUDA Plot Sector 43Sector 43, Gurgaon","Sector 43, Gurgaon",500,No Deposit1 bathroomsNorthEast facing,1 RK Rental Property in Sector 43 Gurgaon:,Gurgaon,FurnishedStatus,"12,999 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1648,"1 RK Studio Apartment in HUDA Plot Sector 43Sector 43, Gurgaon","Sector 43, Gurgaon",550,No Deposit1 bathroomsNorthEast facing,1 RK Rental Property in Sector 43 Gurgaon:,Gurgaon,FurnishedStatus,"12,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1649,"2 BHK Independent FloorSector 43, Gurgaon","Sector 43, Gurgaon",1250,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Sector 43 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"40,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1650,"3 BHK Apartment in The Antriksh HeightsSector 84, Gurgaon","Sector 84, Gurgaon",1725,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Sector 84 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"13,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1651,"3 BHK Apartment in SS The LeafSector 85, Gurgaon","Sector 85, Gurgaon",2400,No Deposit4 bathroomsNorth facing,3 BHK Rental Property in Sector 85 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"47,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1652,"3 BHK Apartment in Ramprastha AWHOSector 95, Gurgaon","Sector 95, Gurgaon",1450,No Deposit2 bathroomsNorthEast facing,3 BHK Rental Property in Sector 95 Gurgaon:,Gurgaon,FurnishedStatus,"20,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1653,"2 BHK Apartment in Signature Global The RoseliaSector 95A, Gurgaon","Sector 95A, Gurgaon",700,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Sector 95A Gurgaon:,Gurgaon,Semi-FurnishedStatus,"10,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1654,"5 BHK VillaSector 48, Gurgaon","Sector 48, Gurgaon",3240,No Deposit4 bathroomsNorthEast facing,5 BHK Rental Property in Sector 48 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"70,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1655,"2 BHK Apartment in Signature Global The RoseliaSector 95A, Gurgaon","Sector 95A, Gurgaon",700,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Sector 95A Gurgaon:,Gurgaon,Semi-FurnishedStatus,"11,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1656,"1 BHK Independent FloorSector 43, Gurgaon","Sector 43, Gurgaon",920,No Deposit1 bathroomsNorthEast facing,1 BHK Rental Property in Sector 43 Gurgaon:,Gurgaon,FurnishedStatus,"28,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1657,"1 RK Studio Apartment in Unitech South City IISector 49, Gurgaon","Sector 49, Gurgaon",410,No Deposit1 bathroomsNorthEast facing,1 RK Rental Property in Sector 49 Gurgaon:,Gurgaon,FurnishedStatus,"12,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1658,"3 BHK Apartment in Vatika City EwsSector 49, Gurgaon","Sector 49, Gurgaon",1800,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 49 Gurgaon:,Gurgaon,FurnishedStatus,"68,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1659,"2 BHK Apartment in Suncity Avenue 76Sector 76, Gurgaon","Sector 76, Gurgaon",810,No Deposit2 bathroomsNorth facing,2 BHK Rental Property in Sector 76 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"19,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1660,"1 BHK Independent Floor in HUDA Plot Sector 43Sector 43, Gurgaon","Sector 43, Gurgaon",1440,No Deposit1 bathroomsEast facing,1 BHK Rental Property in Sector 43 Gurgaon:,Gurgaon,FurnishedStatus,"35,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1661,"3 BHK Independent FloorSector 38, Gurgaon","Sector 38, Gurgaon",2000,No Deposit3 bathrooms,3 BHK Rental Property in Sector 38 Gurgaon:,Gurgaon,FurnishedStatus,"56,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1662,"1 RK Studio ApartmentSushant Lok, Gurgaon","Sushant Lok, Gurgaon",800,No Deposit1 bathroomsNorthEast facing,1 RK Rental Property in Sushant Lok Gurgaon:,Gurgaon,FurnishedStatus,"12,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1663,"4 BHK Apartment in Raheja AtlantisSector 31, Gurgaon","Sector 31, Gurgaon",2495,No Deposit4 bathroomsEast facing,4 BHK Rental Property in Sector 31 Gurgaon:,Gurgaon,FurnishedStatus,1 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1664,"1 RK Studio Apartment in Suncity TownshipSector 54, Gurgaon","Sector 54, Gurgaon",800,No Deposit1 bathroomsEast facing,1 RK Rental Property in Sector 54 Gurgaon:,Gurgaon,FurnishedStatus,"22,999 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1665,"3 BHK Independent HouseSector 57, Gurgaon","Sector 57, Gurgaon",1570,No Deposit3 bathroomsSouthWest facing,3 BHK Rental Property in Sector 57 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"40,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1666,"3 BHK Independent FloorSector 57, Gurgaon","Sector 57, Gurgaon",1765,No Deposit3 bathroomsNorthWest facing,3 BHK Rental Property in Sector 57 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"40,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1667,"3 BHK Apartment in ROF AnandaSector 95, Gurgaon","Sector 95, Gurgaon",1000,No Deposit2 bathroomsEast facing,3 BHK Rental Property in Sector 95 Gurgaon:,Gurgaon,UnfurnishedStatus,"8,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1668,"2 BHK Apartment in Ramprastha The Edge TowersSector 37D, Gurgaon","Sector 37D, Gurgaon",1240,No Deposit2 bathrooms,2 BHK Rental Property in Sector 37D Gurgaon:,Gurgaon,FurnishedStatus,"32,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1669,"2 BHK Apartment in Central Park The RoomSector 48, Gurgaon","Sector 48, Gurgaon",1331,No Deposit2 bathroomsNorth facing,2 BHK Rental Property in Sector 48 Gurgaon:,Gurgaon,FurnishedStatus,"80,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1670,"3 BHK Apartment in Conscient Heritage MaxSector 102, Gurgaon","Sector 102, Gurgaon",1942,No Deposit3 bathrooms,3 BHK Rental Property in Sector 102 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"29,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1671,"3 BHK Apartment in Ansal Heights VillasSector 92, Gurgaon","Sector 92, Gurgaon",1725,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 92 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"14,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1672,"2 BHK Apartment in Ramprastha Shanti ViharSector 95, Gurgaon","Sector 95, Gurgaon",1200,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Sector 95 Gurgaon:,Gurgaon,FurnishedStatus,"17,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1673,"3 BHK Apartment in Puri Emerald BaySector 104, Gurgaon","Sector 104, Gurgaon",2450,No Deposit4 bathroomsEast facing,3 BHK Rental Property in Sector 104 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"35,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1674,"3 BHK Apartment in Paras DewsSector 106, Gurgaon","Sector 106, Gurgaon",1750,No Deposit3 bathrooms,3 BHK Rental Property in Sector 106 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"32,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1675,"3 BHK Apartment in Ramprastha Shanti ViharSector 95, Gurgaon","Sector 95, Gurgaon",1750,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 95 Gurgaon:,Gurgaon,UnfurnishedStatus,"11,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1676,"3 BHK Apartment in Anant Raj MaceoSector 91, Gurgaon","Sector 91, Gurgaon",2325,No Deposit3 bathroomsNorthWest facing,3 BHK Rental Property in Sector 91 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"24,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1677,"4 BHK Villa in Vipul Tatvam VillasSector 48, Gurgaon","Sector 48, Gurgaon",3240,No Deposit5 bathroomsEast facing,4 BHK Rental Property in Sector 48 Gurgaon:,Gurgaon,Semi-FurnishedStatus,1.5 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1678,"3 BHK Apartment in Ansal EstellaSector 103, Gurgaon","Sector 103, Gurgaon",1750,No Deposit3 bathrooms,3 BHK Rental Property in Sector 103 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"25,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1679,"1 BHK Apartment in Pivotal DevaanSector 84, Gurgaon","Sector 84, Gurgaon",600,No Deposit1 bathroomsNorthEast facing,1 BHK Rental Property in Sector 84 Gurgaon:,Gurgaon,FurnishedStatus,"14,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1680,"5 BHK Villa in Emaar The Palm SpringsSector 54, Gurgaon","Sector 54, Gurgaon",6500,No Deposit6 bathroomsNorthEast facing,5 BHK Rental Property in Sector 54 Gurgaon:,Gurgaon,Semi-FurnishedStatus,3.5 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1681,"5 BHK Apartment in DLF MagnoliasSector 42, Gurgaon","Sector 42, Gurgaon",6000,No Deposit5 bathrooms,5 BHK Rental Property in Sector 42 Gurgaon:,Gurgaon,Semi-FurnishedStatus,4.7 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1682,"2 BHK Apartment in Ireo The CorridorsSector 67, Gurgaon","Sector 67, Gurgaon",1550,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Sector 67 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"40,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1683,"3 BHK Apartment in DLF The PrimusSector 82A, Gurgaon","Sector 82A, Gurgaon",2100,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 82A Gurgaon:,Gurgaon,Semi-FurnishedStatus,"47,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1684,"3 BHK Apartment in Ireo The CorridorsSector 67, Gurgaon","Sector 67, Gurgaon",1920,No Deposit4 bathroomsNorth facing,3 BHK Rental Property in Sector 67 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"45,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1685,"3 BHK Independent Floor in DLF Phase 2Sector 25, Gurgaon","Sector 25, Gurgaon",1800,No Deposit3 bathrooms,3 BHK Rental Property in Sector 25 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"65,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1686,"5 BHK Villa in Sweta Estates Central Park Flower ValleySector 33 Sohna, Gurgaon","Sector 33 Sohna, Gurgaon",4100,No Deposit5 bathroomsNorth facing,5 BHK Rental Property in Sector 33 Sohna Gurgaon:,Gurgaon,Semi-FurnishedStatus,"90,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1687,"3 BHK Independent FloorSector 28, Gurgaon","Sector 28, Gurgaon",1800,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Sector 28 Gurgaon:,Gurgaon,FurnishedStatus,"55,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1688,"1 BHK Independent FloorSector 43, Gurgaon","Sector 43, Gurgaon",1000,No Deposit1 bathroomsNorthEast facing,1 BHK Rental Property in Sector 43 Gurgaon:,Gurgaon,FurnishedStatus,"40,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1689,"4 BHK Villa in Vatika Signature VillasSector 82, Gurgaon","Sector 82, Gurgaon",4800,No Deposit3 bathroomsNorthEast facing,4 BHK Rental Property in Sector 82 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"75,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1690,"2 BHK Independent FloorSector 28, Gurgaon","Sector 28, Gurgaon",1800,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Sector 28 Gurgaon:,Gurgaon,FurnishedStatus,"40,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1691,"2 BHK Apartment in Pyramid Urban 67ASector 67, Gurgaon","Sector 67, Gurgaon",891,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Sector 67 Gurgaon:,Gurgaon,UnfurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1692,"2 BHK Apartment in Pyramid Urban 67ASector 67, Gurgaon","Sector 67, Gurgaon",891,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Sector 67 Gurgaon:,Gurgaon,FurnishedStatus,"28,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1693,"4 BHK Independent FloorSector 51, Gurgaon","Sector 51, Gurgaon",2200,No Deposit4 bathroomsNorth facing,4 BHK Rental Property in Sector 51 Gurgaon:,Gurgaon,FurnishedStatus,"65,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1694,"3 BHK Apartment in M3M MerlinSector 67, Gurgaon","Sector 67, Gurgaon",2356,No Deposit3 bathrooms,3 BHK Rental Property in Sector 67 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"60,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1695,"1 BHK Apartment in ROF AalayasSector 102, Gurgaon","Sector 102, Gurgaon",350,No Deposit1 bathrooms,1 BHK Rental Property in Sector 102 Gurgaon:,Gurgaon,FurnishedStatus,"12,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1696,"2 BHK Apartment in Vatika Lifestyle HomesSector 83, Gurgaon","Sector 83, Gurgaon",1085,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Sector 83 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"18,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1697,"5 BHK Villa in Emaar The Palm SpringsSector 54, Gurgaon","Sector 54, Gurgaon",6800,No Deposit5 bathroomsNorthEast facing,5 BHK Rental Property in Sector 54 Gurgaon:,Gurgaon,FurnishedStatus,4 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1698,"1 BHK Apartment in ROF AnandaSector 95, Gurgaon","Sector 95, Gurgaon",600,No Deposit1 bathroomsEast facing,1 BHK Rental Property in Sector 95 Gurgaon:,Gurgaon,UnfurnishedStatus,"7,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1699,"2 BHK Apartment in Ramsons KshitijSector 95, Gurgaon","Sector 95, Gurgaon",1000,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Sector 95 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"12,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1700,"3 BHK Apartment in Sare Crescent Green ParkSector 92, Gurgaon","Sector 92, Gurgaon",1400,No Deposit2 bathrooms,3 BHK Rental Property in Sector 92 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"17,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1701,"3 BHK Apartment in The Antriksh HeightsSector 84, Gurgaon","Sector 84, Gurgaon",1850,No Deposit3 bathroomsEast facing,3 BHK Rental Property in Sector 84 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"18,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1702,"3 BHK Apartment in Ramprastha Shanti ViharSector 95, Gurgaon","Sector 95, Gurgaon",1750,No Deposit3 bathrooms,3 BHK Rental Property in Sector 95 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"11,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1703,"2 BHK Apartment in Ramprastha Shanti ViharSector 95, Gurgaon","Sector 95, Gurgaon",1150,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Sector 95 Gurgaon:,Gurgaon,FurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
1704,"2 BHK Apartment in Pivotal DevaanSector 84, Gurgaon","Sector 84, Gurgaon",700,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Sector 84 Gurgaon:,Gurgaon,Semi-FurnishedStatus,"10,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
